"_id","_rev","roomRef","joined","LPG_MQ9_Level","CH4_MQ9_Level","CO_MQ9_Level","CO_MQ135_Level","Alcool_MQ135_Level","CO2_MQ135_Level","Toluen_MQ135_Level","MH4_MQ135_Level","Aceton_MQ135_Level","O3_MQ131_Level","Temperatura_Level","Humidade_Level","QualityAirConcept","CO_MQ9_Level_IQAR","CO_MQ135_Level_IQAR","O3_MQ131_Level_IQAR","CalcHeatIndex","TargetConcept"
"403d8bf0-d7bf-4402-a14c-c76ebf734ad6","2-1d88f55abe56996ab051dd1f0f7e712b","sensor_001-room:001","01/03/24,16:44",4.35,5.88,2.26,3666.64,331.04,409.26,217.43,316.88,161.97,4.41,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"408fcbde-2b5b-4c08-b725-9eb0f1aa311a","2-d84ac6ae3f3301431f9398a2ee89cbd0","sensor_001-room:001","01/03/24,16:21",3.46,4.46,1.78,3553.54,322.76,400.04,211.55,310.71,157.69,4.26,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"41293b37-a6f6-4945-afd7-a24bf97ffb01","2-430123bdc30c4f550dd116e81a53d06d","sensor_001-room:001","01/03/24,17:24",4.73,6.51,2.46,3491.4,318.2,394.95,208.31,307.28,155.32,4.44,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"419e3272-0d97-4566-b2f9-f39e8a72f8df","2-aec8fac9027e4613164eddf9cd31bba7","sensor_001-room:001","01/03/24,16:34",3.96,5.25,2.05,3437.06,314.19,390.47,205.47,304.27,153.25,4.33,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"428ad1f5-9a60-4c97-ab11-7342d008311b","2-82f751d5eeec6751fd03eb46fc1121ff","sensor_001-room:001","01/03/24,16:24",3.87,5.11,2,4138.73,365.06,446.92,241.73,341.93,179.66,4.39,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"43eaadc1-b756-41fb-8795-73af881afcc4","2-90fd541de0de84bb2df958b9c8f821ad","sensor_001-room:001","01/03/24,17:35",5.3,7.47,2.76,4003.73,355.41,436.28,234.82,334.88,174.63,4.66,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"44b77134-0ac0-4c0f-bef5-6b8a9a30d5bc","2-69d9c57b665f2fb07231c648d9cd612b","sensor_001-room:001","01/03/24,18:00",5.58,7.95,2.91,4930.47,420.5,507.57,281.75,381.67,208.69,4.78,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"464465ab-c81d-46e5-bb9e-23ac34ff1aad","1-e02562bdb4db9b079e879d33d605d583","sensor_002-room:002","29/02/24,12:46",15.03,26.42,8.06,6.28,1.93,3.99,0.83,5.8,0.7,6.99,,,"Boa",35.55555555555556,26.666666666666668,2.8000000000000003,,"Não encontrado"
"46788f4a-abc7-4e00-bc5c-7e67621a35c9","2-2530eb06989daf337a7b5052d484f5f3","sensor_001-room:001","01/03/24,12:56",12.46,21.03,6.64,591747904,5325775,2499509.75,7840818.5,591817,4633972.5,4.42,,,"Péssima",31.111111111111114,400,1.6,,"Não encontrado"
"4711dca8-52ed-48b4-8007-e41da5c67790","1-9333c0d548f1817560741da4f745d921","sensor_002-room:002","29/02/24,12:51",9.53,15.21,5.05,5.09,1.63,3.42,0.69,5.08,0.58,6.05,,,"Boa",22.22222222222222,22.22222222222222,2.4000000000000004,,"Não encontrado"
"4772e8c6-71d8-452a-af6f-8e66ef42a33f","2-8687443cb8f2dc579e8da25466dfda9a","sensor_001-room:001","01/03/24,16:48",4.96,6.89,2.58,4269.81,374.37,457.17,248.42,348.69,184.52,4.58,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"497a6327-d1d7-4294-a91c-df272e63edff","2-32576b7efffeae5fb586eb13af0d02a2","sensor_001-room:001","01/03/24,17:53",5.23,7.35,2.73,4220.19,370.85,453.3,245.89,346.14,182.68,4.58,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"4ac72d83-c979-4dda-92f6-25c01efcbab2","1-d8751408a01cafe04ec9d22f2320507a","sensor_001-room:001","01/03/24,16:02",5.87,8.46,3.07,24.9,5.87,10.86,2.76,13.77,2.26,4.58,,,"Péssima",13.333333333333334,253.6764705882353,2,,"Não encontrado"
"4b07ccf4-807b-43f4-9d0e-7b75a052dcce","1-e2b066ed34304c34a45a696cbbdc6cb9","sensor_002-room:002","29/02/24,15:43",7.62,11.6,4.01,2.64,0.96,2.13,0.39,3.37,0.33,5.14,30.2,74,"Boa",17.77777777777778,13.333333333333334,2,36.579356690747176,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"4b4de97a-1a5d-4372-b441-30fe270b59c9","2-90570d56cbe88197171208f48c3bcc95","sensor_001-room:001","01/03/24,17:14",4.15,5.56,2.15,2375.24,233.11,298.49,148.7,241.24,111.71,4.24,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"4b5fb7f8-a7b7-4186-a5d4-349a3118ddc5","2-7713a89fecb5048a2160d7a5e1d1a96b","sensor_001-room:001","01/03/24,12:35",8.95,14.09,4.73,10064382,198262.61,129308.51,221883.14,45791.24,141863.92,5.46,,,"Péssima",22.22222222222222,400,2,,"Não encontrado"
"4c0282b9-affe-41e1-a73a-b9a6e0bd1a42","2-090dadc3fa671f11a20a0381e3e2a115","sensor_001-room:001","01/03/24,17:58",5.42,7.68,2.83,4733.49,406.88,492.75,271.87,372.02,201.53,4.71,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"4cee75de-cd55-4995-9473-79470b2a4611","2-8d482694812400d787722b9abf26d729","sensor_001-room:001","01/03/24,17:42",4.81,6.64,2.5,3410.19,312.21,388.25,204.06,302.77,152.23,4.49,,,"Péssima",13.333333333333334,0,1.6,,"Não encontrado"
"4d52ee49-4f9a-410a-a92b-e49bbbc2b04a","1-2f2de9acc0e933006fd825825f407a10","sensor_001-room:001","01/03/24,15:38",9.18,14.53,4.86,4.52,1.48,3.14,0.62,4.72,0.52,6.42,28,69,"Boa",22.22222222222222,22.22222222222222,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"4dd82e0b-878b-458b-929a-1c8418c2256d","2-548d172f15d62560a59d4608c3ba03a5","sensor_001-room:001","01/03/24,18:07",5.78,8.3,3.02,5858,483.32,575.33,327.61,425.32,241.86,4.82,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"4ff2e89c-c5c2-4bd8-910c-ed739810f9ef","2-e89c2ad86e39749a2840bca3dc81fd17","sensor_001-room:001","01/03/24,17:46",5.09,7.12,2.65,4082.61,361.05,442.51,238.86,339.01,177.57,4.59,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"502d75d5-7d58-4952-806b-d022c54cd6a0","2-e1d07b6444c3fd1f4838d466c9b65ea5","sensor_001-room:001","01/03/24,17:07",4.05,5.39,2.1,2930.72,276.24,347.75,178.72,275.29,133.71,4.25,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"5062a863-6b11-4b5d-b5b5-1293c9e01daf","2-401910f86b3021729a3836e3a89e8520","sensor_001-room:001","01/03/24,17:45",5.16,7.23,2.69,4082.61,361.05,442.51,238.86,339.01,177.57,4.59,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"506e13fe-6fb1-4536-b5cf-4dec2c0b64b1","2-0fe3e29e2177158a4d214be9512ad8a2","sensor_001-room:001","01/03/24,17:00",5.38,7.62,2.81,5105.66,432.53,520.62,290.49,390.14,215.02,4.78,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"51f26207-c5f0-4531-bfb6-acef2114476a","2-aa644a1dc6c326d8dc6a80c22fd7b828","sensor_001-room:001","01/03/24,16:33",4.03,5.37,2.09,3857.9,344.91,424.67,227.32,327.17,169.17,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"52127535-613c-40d7-9359-f1ba0043c94b","1-cbc11b412820ffa7e8bfacc923b9ab86","sensor_001-room:001","01/03/24,11:49",2.87,3.56,1.47,2.57,0.94,2.09,0.38,3.31,0.32,3.77,26.2,70,"Boa",4.444444444444445,13.333333333333334,1.6,21.810000000000002,"Não encontrado"
"529e1334-bab9-4bf4-9d9d-3b743e22ae2e","2-c7e1c0e1dd1bf1623fa556d50a3f4b97","sensor_001-room:001","01/03/24,16:54",4.57,6.24,2.37,4439.35,386.33,470.3,257.03,357.33,190.77,4.55,,,"Péssima",8.88888888888889,400,2,,"Não encontrado"
"54e3001b-bb52-4546-9c8e-053c6e3b2485","1-a74308e865caa14b302353c431a94bd4","sensor_002-room:002","29/02/24,13:06",12.25,20.62,6.53,5.01,1.61,3.39,0.68,5.03,0.57,6.9,30.2,74,"Boa",31.111111111111114,22.22222222222222,2.8000000000000003,36.579356690747176,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5558561f-c891-4ede-bf53-72b220b04161","1-dfb12f17cd82e6a0307a5f0d2c575b66","sensor_002-room:002","29/02/24,16:53",7.78,11.9,4.1,2.2,0.83,1.86,0.33,3,0.28,5.17,31.8,71,"Boa",17.77777777777778,8.88888888888889,2,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"55edb457-5e9d-4e8d-a32b-ea99620e1576","2-52b277ed96d1fd9025e0fbd7d17e8afb","sensor_001-room:001","01/03/24,17:12",4.03,5.37,2.09,2361.08,231.99,297.19,147.93,240.34,111.14,4.23,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"56048863-02c8-4ce4-99a5-c6e1f5cf3785","1-5b80fa77174eb8ff695a1d9cd1a16eae","sensor_002-room:002","29/02/24,17:34",6.38,9.35,3.34,1.47,0.6,1.39,0.23,2.33,0.2,4.77,32.3,71,"Boa",13.333333333333334,4.444444444444445,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"56a7e0d4-2bc3-4142-a91d-29e9de704c83","2-5fe35c354ddf8a249b13965b8a497b8a","sensor_001-room:001","01/03/24,17:42",5.01,6.97,2.61,3588.52,325.33,402.9,213.37,312.63,159.01,4.55,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"56bcbe9a-770c-4fcc-bd82-5770c71a6703","2-4486e501bf9f432b37431cd9642d7147","sensor_001-room:001","01/03/24,16:38",4.26,5.73,2.21,3812.92,341.66,421.06,225,324.77,167.48,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"578963b3-81a2-4d05-9c7c-7ac6d9875d7b","2-3882735d4f26ee6cbc495905e0ffefb9","sensor_001-room:001","01/03/24,12:15",4.65,6.37,2.42,4844.68,414.58,501.14,277.45,377.49,205.58,5.3,,,"Péssima",8.88888888888889,400,2,,"Não encontrado"
"5862ec6e-4c0a-42e5-8a4d-bf9f00d638ac","2-9b9f99d2f0664672d15e83366a0af07d","sensor_001-room:001","01/03/24,16:31",3.8,5,1.97,4430.72,385.72,469.63,256.59,356.89,190.45,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"590254a7-7deb-4585-97ee-790bf427dac8","1-e005405d785fce03e05c3442cd15940b","sensor_002-room:002","29/02/24,17:03",7.92,12.16,4.18,2.09,0.79,1.8,0.32,2.91,0.27,5.19,31.8,71,"Boa",17.77777777777778,8.88888888888889,2,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"5943fd98-97c4-4905-bfdb-9a7841a702b5","2-6d23dc4990a112a5fcb299e61ea4ad85","sensor_001-room:001","01/03/24,18:01",5.85,8.42,3.06,5195.52,438.66,527.27,294.96,394.44,218.25,4.83,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"5a4b5810-341e-469b-b780-95fab3a14793","2-f441c98e21051408b300432256dabe6c","sensor_001-room:001","01/03/24,16:46",4.49,6.11,2.33,3941.69,350.95,431.35,231.63,331.61,172.31,4.45,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"5a7d56fa-ca20-4515-a057-c1cbb5c5089b","2-ded5c67b414ffe577fcbe39eddbbde3c","sensor_001-room:001","01/03/24,17:05",3.99,5.3,2.07,2526.31,245.02,312.17,156.94,250.77,117.76,4.19,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"5a7d65af-9724-4368-822e-ae1b8d0f031b","2-ec37f487039feadf4fc5458da0398b45","sensor_001-room:001","01/03/24,16:08",3.17,4.02,1.63,4779.68,410.08,496.24,274.19,374.3,203.22,4.3,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"5b1b46a2-b51d-4175-9c5c-46625e6cc5e3","1-80fec945e1062222920cea3418cefa08","sensor_002-room:002","29/02/24,18:09",6.36,9.32,3.33,1.4,0.57,1.34,0.22,2.25,0.19,4.72,31.8,71,"Boa",13.333333333333334,4.444444444444445,2,40.181990233580194,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"5b249ba8-c686-4af9-9439-c99fd4cbb754","2-98416f038a3542e1f1de7551ab9b3828","sensor_001-room:001","01/03/24,14:01",8.56,13.35,4.52,18109.79,1202.67,1306.9,879.57,864.19,635.34,4.62,,,"Péssima",22.22222222222222,400,2,,"Não encontrado"
"5b603c56-2a0d-43c8-8f8e-0e46fdfb5527","1-f61ae82c408fe185e7ac5f8f8240426e","sensor_002-room:002","29/02/24,12:44",1.29,1.36,0.65,10.55,2.93,5.82,1.3,8.03,1.08,3.11,29.3,76,"Moderada",4.444444444444445,80,1.2000000000000002,34.669135328447254,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"5c591ccd-fb5a-4ba4-8dd7-81b9219ddb47","2-98cd026f937fa8c15e456d890ad90571","sensor_001-room:001","01/03/24,16:25",3.83,5.04,1.98,4154.9,366.21,448.19,242.56,342.77,180.26,4.39,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"5cbc10d7-8141-4e92-853e-aa77591b3861","2-bdc33138bb57805ace1543eab26d1f2c","sensor_001-room:001","01/03/24,17:30",4.84,6.7,2.52,3666.64,331.04,409.26,217.43,316.88,161.97,4.55,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"5dcdd605-85ea-4ff1-bb03-3e230136f23e","2-f0ea1f952605442530d423235dd3e050","sensor_001-room:001","01/03/24,17:10",4.14,5.54,2.14,2884.8,272.74,343.78,176.27,272.57,131.92,4.24,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"5e46c0c9-3e99-41bd-98d3-3dc84363224c","1-9325f847ce3d4d128f2916770d721cc7","sensor_002-room:002","29/02/24,14:52",7.12,10.69,3.74,2.06,0.78,1.77,0.31,2.88,0.27,4.93,31.8,73,"Boa",17.77777777777778,8.88888888888889,2,40.90978196687376,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"5fd9970b-9ff7-41e8-9312-34cf01e21bbf","2-5b93c3ec6812abec494fddb30e2297d2","sensor_001-room:001","01/03/24,16:09",3.2,4.06,1.65,4114.59,363.34,445.03,240.5,340.68,178.76,4.28,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"5ff9758e-a7c5-4ea5-a070-ea6a176ee452","1-b596a35bcd6fc474170d0d181ad07515","sensor_002-room:002","29/02/24,16:18",7.68,11.71,4.04,2.9,1.03,2.28,0.42,3.57,0.36,5.17,31.3,73,"Boa",17.77777777777778,13.333333333333334,2,39.40094385767382,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"601c4239-85d4-442d-9349-b362511d7c7b","2-1ebeec922b4149707816b5926c5c4dd7","sensor_001-room:001","01/03/24,16:24",3.83,5.04,1.98,4269.81,374.37,457.17,248.42,348.69,184.52,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"60586bd8-ccaf-4564-8230-235c688343e6","1-ab72b1450e1aa90b67096c9cd4165673","sensor_001-room:001","01/03/24,15:38",9.08,14.33,4.8,4.47,1.47,3.12,0.61,4.68,0.52,6.3,28,69,"Boa",22.22222222222222,17.77777777777778,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"606ce1c8-549e-4955-9586-ddf553ca8354","2-800503d91c39a7cc558650a003e2740e","sensor_001-room:001","01/03/24,17:41",4.74,6.53,2.47,3337.34,306.81,382.2,200.24,298.7,149.44,4.44,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"60881aa2-e143-45bf-9e9b-d79fde4b7910","2-f8209f8747d91c6cec265b15934e3a45","sensor_001-room:001","01/03/24,17:04",3.9,5.16,2.02,2850.81,270.14,340.83,174.45,270.55,130.59,4.22,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"60fe4e1a-3e77-49fe-952f-dc2ec2fcf323","2-777590f03b1feeb9049c12451102ec33","sensor_001-room:001","01/03/24,16:32",4.02,5.35,2.08,4579.67,396.16,481.06,264.12,364.38,195.92,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"61c6d62c-3d11-4bd0-944a-9443396ef16d","1-d1c413a3323621bfc6808f5cd6360479","sensor_001-room:001","01/03/24,15:47",10.21,16.53,5.42,3.89,1.31,2.82,0.54,4.29,0.46,6.6,28,68,"Boa",22.22222222222222,17.77777777777778,2.8000000000000003,30.40584262041286,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"61e8f708-e477-411c-9036-ca4d47923c6a","2-3cd6e3089621ac2dc9a48d6c9f1a8204","sensor_001-room:001","01/03/24,16:49",4.92,6.83,2.56,4396.36,383.3,466.98,254.85,355.15,189.19,4.6,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"621f0108-425a-4072-9a95-ae6ed1a01324","1-a3c535bd185bb8479b7080fc1e270be1","sensor_002-room:002","29/02/24,17:59",6.34,9.29,3.32,1.36,0.56,1.31,0.22,2.22,0.19,4.75,32.3,71,"Boa",13.333333333333334,4.444444444444445,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"640e6014-112c-420d-a0fe-c12f80b86681","2-968d569a3f4ae74bbd33f54e571a678c","sensor_001-room:001","01/03/24,17:11",4.08,5.44,2.11,2697.19,258.32,327.38,166.2,261.3,124.54,4.23,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"64c1e784-2814-4900-80de-2099121a3ba1","2-f1dbabbccd0f62378a15c9d4e132897b","sensor_001-room:001","01/03/24,17:35",5.35,7.56,2.79,3964.84,352.62,433.19,232.82,332.84,173.18,4.66,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"64d8b1c0-acc6-4ddb-9fb3-6499d0c5ddc9","2-d0f05077e2723a00fda640251681baa0","sensor_001-room:001","01/03/24,17:28",5.3,7.47,2.76,3567.49,323.79,401.18,212.27,311.47,158.22,4.65,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"65a25c5a-e49b-444c-beac-cc51d4760955","1-69ea60c55f12db35beb3976cbc1ed9f5","sensor_002-room:002","29/02/24,17:19",6.36,9.32,3.33,1.58,0.63,1.46,0.25,2.43,0.21,4.72,32.3,71,"Boa",13.333333333333334,8.88888888888889,2,41.68879935638023,"Perigo:  cãibras e exaustão pelo calor são prováveis; a insolação é provável com atividade contínua."
"67b427ac-26e1-4ab7-b6a4-2b5e0219f25f","2-d0e613fa098c8c8ba913c2dfc2778860","sensor_001-room:001","01/03/24,16:05",2.72,3.32,1.39,3036.63,284.28,356.84,184.36,281.49,137.84,3.61,,,"Péssima",4.444444444444445,400,1.6,,"Não encontrado"
"6862fcb3-8660-4e1e-9bf6-cf6d3660b313","2-15895aba98b2b780bca964318682e420","sensor_001-room:001","01/03/24,17:08",4.14,5.54,2.14,3030.65,283.82,356.33,184.04,281.15,137.61,4.27,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"68c8bbb7-1d53-4936-8931-641d079bfa79","1-726a15009c10b52e8712ec0069c901ec","sensor_002-room:002","29/02/24,14:42",7.01,10.48,3.68,2.09,0.79,1.79,0.31,2.9,0.27,4.9,30.8,74,"Boa",17.77777777777778,8.88888888888889,2,38.26408044994723,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"68f32d1a-10dc-4f5a-a4db-3b1fdb8a8516","1-2ced3c31366e6211c4a2871879bd7935","sensor_001-room:001","01/03/24,15:38",8.87,13.95,4.69,4.2,1.39,2.98,0.58,4.5,0.49,6.31,28,69,"Boa",22.22222222222222,17.77777777777778,2.4000000000000004,30.53506764574418,"Cuidado: a fadiga é possível com exposição e atividade prolongadas. A atividade contínua pode resultar em cãibras causadas pelo calor."
"6ad9873b-93ca-4023-9ef7-21ab1f10d388","2-f9271d65ea7df33e3aa7cc95af5b531d","sensor_001-room:001","01/03/24,16:27",3.83,5.04,1.98,3980.35,353.73,434.43,233.62,333.65,173.76,4.37,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"6aebc982-c440-4a9e-bcff-fa3524789c16","2-77064a64a8cef3cbc309a76163a2cb15","sensor_001-room:001","01/03/24,16:16",3.25,4.13,1.67,3602.6,326.36,404.05,214.1,313.4,159.55,4.25,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"6b62723d-67d7-48e1-bd6c-f6ba71200af9","2-fa2e102d8a586eef95382ade602d3edc","sensor_001-room:001","01/03/24,17:08",4.12,5.51,2.14,3304.73,304.38,379.48,198.53,296.86,148.19,4.29,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"6c41322e-3c65-462e-b5fa-6e56d23df606","1-fd4a87a047d35e3f8463cc42d0f4fc04","sensor_001-room:001","01/03/24,15:07",5.66,8.09,2.96,19.66,4.85,9.15,2.24,11.88,1.85,4.8,,,"Péssima",13.333333333333334,224.41176470588235,2,,"Não encontrado"
"6cad27b8-41d7-496f-800c-bdca7c6337ed","2-070f303faee09e4bfc6eca4c3a0c9931","sensor_001-room:001","01/03/24,12:05",4.15,5.55,2.15,5219.55,440.3,529.04,296.15,395.58,219.12,5.38,,,"Péssima",8.88888888888889,400,2,,"Não encontrado"
"6d2037f8-5a2b-44ce-a724-3ae30d9f8a15","2-fd972291922f451701e992b5b10cfbe0","sensor_001-room:001","01/03/24,17:43",4.89,6.78,2.55,3638.05,328.95,406.94,215.94,315.33,160.89,4.48,,,"Péssima",13.333333333333334,400,1.6,,"Não encontrado"
"6d8a3d41-70ea-463f-bf13-87ee0e16d8fe","1-cb6623372cfb309d3d7f4b2b2a24c17c","sensor_002-room:002","29/02/24,16:28",7.62,11.6,4.01,2.79,1,2.21,0.41,3.48,0.35,5.14,31.4,72,"Boa",17.77777777777778,13.333333333333334,2,39.35700334552481,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"6dd13159-7f9a-452a-8caa-4df8acfacdb6","2-c4c5b59a77f1fa11375938e1d253cadd","sensor_001-room:001","01/03/24,17:48",5.25,7.38,2.73,4130.66,364.48,446.29,241.32,341.51,179.36,4.59,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"6dec0f64-3141-4bc9-a001-6c097f0b68aa","2-1989d2bcef2b6d0ae435a7b3d447a0d5","sensor_001-room:001","01/03/24,16:40",4.3,5.81,2.23,3739.09,336.31,415.12,221.18,320.8,164.71,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"6e032915-c0e8-4f43-8b42-e8f970c64980","1-2e07c5c340a8d8d46847650d6de87c3f","sensor_002-room:002","29/02/24,14:57",7.26,10.94,3.82,2.25,0.84,1.89,0.34,3.04,0.29,4.98,31.3,72,"Boa",17.77777777777778,8.88888888888889,2,39.06695666758483,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"6e45b48c-54c9-4bbe-96e0-b14c1d4d08b3","2-ac24c89d40f055aefe26a3c399f3af0b","sensor_001-room:001","01/03/24,16:45",4.36,5.91,2.26,3659.47,330.51,408.68,217.05,316.49,161.7,4.39,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"6f6310a7-7b10-49da-b00d-2da2d87bc892","2-41e5d357064189b341d023d66b964fbe","sensor_001-room:001","01/03/24,17:04",4.02,5.35,2.08,3036.63,284.28,356.84,184.36,281.49,137.84,4.23,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"6ff88d9c-bc12-4ae9-b2d6-39557088552e","1-c0b0b290156c0a47028447e9b3405ba8","sensor_002-room:002","29/02/24,13:47",6.99,10.45,3.67,2.43,0.89,2,0.36,3.19,0.31,5.11,29.8,76,"Boa",17.77777777777778,8.88888888888889,2,36.00957588574727,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"70726ca4-952a-45a8-843c-400e63bf1d26","2-d784e2a990900626247f3a387ddc938c","sensor_001-room:001","01/03/24,14:52",8.49,13.21,4.48,9006.83,684.12,786.55,477.35,557.27,349.49,4.69,,,"Péssima",17.77777777777778,400,2,,"Não encontrado"
"71cc5cc1-1f20-44a2-8a61-be21d8aa9659","1-188e497dfd95058794f917c5fda30af8","sensor_002-room:002","29/02/24,14:47",7.1,10.66,3.73,2.09,0.79,1.8,0.32,2.91,0.27,4.95,30.8,74,"Boa",17.77777777777778,8.88888888888889,2,38.26408044994723,"Cuidado extremo:  cãibras e exaustão pelo calor são possíveis. A atividade contínua pode resultar em insolação."
"73b4d74c-b429-450e-8159-d6d9cff61d87","2-2250b78076d25e5237c937fe7b3daa9a","sensor_001-room:001","01/03/24,16:31",3.61,4.69,1.86,4413.5,384.51,468.3,255.72,356.02,189.82,4.38,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"73c3ce5f-47f2-4d32-b658-bfa3f4aa35aa","2-ceef5fa4ab547585950e61c276ce38de","sensor_001-room:001","01/03/24,17:24",4.73,6.51,2.46,3477.74,317.19,393.82,207.59,306.53,154.8,4.46,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"7510d17d-93f5-467a-8c33-5deb8ad2289c","2-0b3e5eec1ff938d32d92bf230f744023","sensor_001-room:001","01/03/24,16:30",4.32,5.83,2.24,3873,346,425.88,228.1,327.97,169.74,4.41,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"7545e0ed-bffc-439b-aed5-ec2452343b56","2-3519f61c19996e8658b99bf10702bce7","sensor_001-room:001","01/03/24,16:10",3.05,3.83,1.57,4370.76,381.5,465,253.55,353.85,188.24,4.25,,,"Péssima",8.88888888888889,400,1.6,,"Não encontrado"
"75d96de6-3048-44d6-9658-c0ee99884677","1-8fa72b149f12640b8564c4069280df2f","sensor_001-room:001","01/03/24,16:03",3.3,4.21,1.7,14.75,3.85,7.43,1.74,9.91,1.44,3.78,,,"Muito Ruim",8.88888888888889,200,1.6,,"Não encontrado"
"781d6f5c-564c-48a7-a219-4b45cdc74dc2","2-e38096f8638f8293cf9c68e3941aefdb","sensor_001-room:001","01/03/24,18:05",5.89,8.49,3.08,5937.81,488.63,581.02,331.52,428.95,244.67,4.85,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
"789e1682-3bf7-4626-bebc-64bc2cec8923","2-fe1f59ad388a6d0abc2fd2d19bda6563","sensor_001-room:001","01/03/24,17:55",5.49,7.8,2.87,4669.55,402.43,487.9,268.66,368.86,199.2,4.73,,,"Péssima",13.333333333333334,400,2,,"Não encontrado"
